GEOIDFQ,Geographic Area Name,Estimate!!Total:,Margin of Error!!Total:,"Estimate!!Total:!!Less than $10,000","Margin of Error!!Total:!!Less than $10,000","Estimate!!Total:!!$10,000 to $14,999","Margin of Error!!Total:!!$10,000 to $14,999","Estimate!!Total:!!$15,000 to $19,999","Margin of Error!!Total:!!$15,000 to $19,999","Estimate!!Total:!!$20,000 to $24,999","Margin of Error!!Total:!!$20,000 to $24,999","Estimate!!Total:!!$25,000 to $29,999","Margin of Error!!Total:!!$25,000 to $29,999","Estimate!!Total:!!$30,000 to $34,999","Margin of Error!!Total:!!$30,000 to $34,999","Estimate!!Total:!!$35,000 to $39,999","Margin of Error!!Total:!!$35,000 to $39,999","Estimate!!Total:!!$40,000 to $44,999","Margin of Error!!Total:!!$40,000 to $44,999","Estimate!!Total:!!$45,000 to $49,999","Margin of Error!!Total:!!$45,000 to $49,999","Estimate!!Total:!!$50,000 to $59,999","Margin of Error!!Total:!!$50,000 to $59,999","Estimate!!Total:!!$60,000 to $74,999","Margin of Error!!Total:!!$60,000 to $74,999","Estimate!!Total:!!$75,000 to $99,999","Margin of Error!!Total:!!$75,000 to $99,999","Estimate!!Total:!!$100,000 to $124,999","Margin of Error!!Total:!!$100,000 to $124,999","Estimate!!Total:!!$125,000 to $149,999","Margin of Error!!Total:!!$125,000 to $149,999","Estimate!!Total:!!$150,000 to $199,999","Margin of Error!!Total:!!$150,000 to $199,999","Estimate!!Total:!!$200,000 or more","Margin of Error!!Total:!!$200,000 or more"
1500000US270090202062,Block Group 2; Census Tract 202.06; Benton County; Minnesota,546,134,34,31,18,30,0,10,20,20,26,28,34,32,29,27,0,10,67,52,68,67,57,37,56,42,42,36,67,52,18,18,10,15
1500000US270090203001,Block Group 1; Census Tract 203; Benton County; Minnesota,845,111,1,3,6,7,0,10,36,36,8,7,18,16,43,30,7,7,37,28,37,31,134,86,101,48,55,26,171,61,153,65,38,18
1500000US270090203002,Block Group 2; Census Tract 203; Benton County; Minnesota,647,87,19,17,16,15,7,8,6,7,11,14,6,5,16,20,19,15,3,5,30,19,95,64,112,51,70,36,51,25,107,55,79,43
1500000US270090211021,Block Group 1; Census Tract 211.02; Benton County; Minnesota,476,143,16,25,14,22,0,10,0,10,35,46,39,44,38,56,18,28,0,10,63,47,27,32,31,38,36,35,87,87,0,10,72,54
1500000US270090211022,Block Group 2; Census Tract 211.02; Benton County; Minnesota,767,235,183,206,18,30,11,18,19,15,3,7,19,30,79,64,113,80,9,16,68,46,62,78,52,44,15,23,43,48,34,45,39,37
1500000US270090211023,Block Group 3; Census Tract 211.02; Benton County; Minnesota,834,165,12,20,0,10,24,30,46,53,3,4,50,50,98,75,53,54,1,2,38,40,59,47,115,72,121,65,66,53,125,73,23,30
1500000US270090211031,Block Group 1; Census Tract 211.03; Benton County; Minnesota,477,94,5,10,6,11,9,16,19,30,16,18,0,10,6,11,8,13,7,12,67,54,65,50,35,32,126,83,23,37,85,51,0,10
1500000US270090211032,Block Group 2; Census Tract 211.03; Benton County; Minnesota,597,115,93,77,51,56,16,20,45,42,59,46,19,22,29,35,36,44,16,26,51,56,69,80,54,39,21,28,0,10,38,38,0,10
1500000US270090211033,Block Group 3; Census Tract 211.03; Benton County; Minnesota,372,103,0,10,7,11,15,16,19,23,0,10,6,10,0,10,7,11,55,68,19,20,115,87,24,43,34,33,53,49,0,10,18,28
1500000US270090211041,Block Group 1; Census Tract 211.04; Benton County; Minnesota,844,99,0,10,11,17,10,16,20,30,0,10,21,32,30,28,11,18,27,31,83,72,91,62,92,54,144,93,115,70,103,76,86,53
1500000US270090211042,Block Group 2; Census Tract 211.04; Benton County; Minnesota,460,104,0,10,17,24,0,10,0,10,0,10,0,10,16,22,65,56,0,10,14,22,88,79,47,36,61,40,62,46,79,57,11,18
1500000US270090211043,Block Group 3; Census Tract 211.04; Benton County; Minnesota,473,78,0,10,14,22,14,22,51,39,0,10,0,10,12,19,0,10,33,38,12,20,58,47,118,61,48,37,80,43,0,10,33,32
1500000US270090212011,Block Group 1; Census Tract 212.01; Benton County; Minnesota,878,264,40,40,94,96,128,163,0,10,0,10,91,78,31,49,25,32,112,147,154,112,133,109,18,30,35,39,0,10,17,30,0,10
1500000US270090212012,Block Group 2; Census Tract 212.01; Benton County; Minnesota,334,188,24,27,3,5,2,4,3,5,0,10,0,10,44,52,12,18,148,181,2,3,42,46,13,8,16,17,2,6,21,26,2,4
1500000US270090212013,Block Group 3; Census Tract 212.01; Benton County; Minnesota,678,236,62,112,38,53,0,10,0,10,0,10,54,78,29,28,20,29,12,20,168,206,42,37,94,100,17,29,103,83,39,39,0,10
1500000US270090212014,Block Group 4; Census Tract 212.01; Benton County; Minnesota,640,151,55,79,10,17,34,42,85,77,12,20,0,10,0,10,34,36,28,33,21,33,46,43,202,128,53,59,13,20,32,38,15,24
1500000US270090212015,Block Group 5; Census Tract 212.01; Benton County; Minnesota,463,201,75,57,0,10,47,49,50,71,39,58,35,93,20,29,0,10,93,132,14,23,26,30,42,43,22,26,0,10,0,10,0,10
1500000US270119501001,Block Group 1; Census Tract 9501; Big Stone County; Minnesota,567,54,25,15,5,6,18,11,19,13,15,16,17,10,28,15,15,7,21,14,21,8,35,16,90,36,87,22,72,30,71,20,28,11
1500000US270119502001,Block Group 1; Census Tract 9502; Big Stone County; Minnesota,407,48,21,14,15,6,10,7,12,7,8,10,14,11,12,13,13,11,15,8,39,13,46,15,45,17,45,15,23,12,48,22,41,17
1500000US270119502002,Block Group 2; Census Tract 9502; Big Stone County; Minnesota,284,47,10,8,11,11,24,14,11,10,5,4,35,16,3,3,7,5,9,9,12,7,24,22,22,14,25,14,14,13,50,21,22,11
1500000US270119503001,Block Group 1; Census Tract 9503; Big Stone County; Minnesota,282,59,15,13,16,14,11,10,29,31,5,8,14,12,8,10,15,18,21,18,37,26,44,26,15,12,5,8,25,23,12,16,10,11
1500000US270119503002,Block Group 2; Census Tract 9503; Big Stone County; Minnesota,276,42,15,16,24,25,8,10,7,10,13,12,29,19,12,12,10,15,6,9,35,25,21,16,30,19,18,17,15,13,14,14,19,14
1500000US270119503003,Block Group 3; Census Tract 9503; Big Stone County; Minnesota,320,67,18,14,18,14,18,18,5,9,5,8,12,12,6,8,0,10,17,13,38,20,39,33,45,28,32,32,28,22,0,10,39,38
1500000US270131701001,Block Group 1; Census Tract 1701; Blue Earth County; Minnesota,873,121,32,28,17,14,38,48,12,11,16,15,33,17,17,12,11,9,38,29,59,37,61,28,148,53,106,45,124,68,86,28,75,27
1500000US270131701002,Block Group 2; Census Tract 1701; Blue Earth County; Minnesota,440,48,8,11,0,10,2,3,9,9,21,24,7,7,3,5,19,15,7,7,31,19,45,23,54,21,44,19,51,21,51,23,88,30
1500000US270131701003,Block Group 3; Census Tract 1701; Blue Earth County; Minnesota,834,119,30,32,5,10,24,17,66,44,42,34,6,10,15,12,2,3,16,14,94,47,82,36,126,45,122,48,121,59,49,29,34,25
1500000US270131702001,Block Group 1; Census Tract 1702; Blue Earth County; Minnesota,1375,218,17,27,35,44,32,35,158,102,32,36,129,80,28,36,20,30,37,37,23,25,139,119,242,114,100,46,79,72,148,91,156,70
1500000US270131702002,Block Group 2; Census Tract 1702; Blue Earth County; Minnesota,960,161,7,11,3,5,0,10,0,10,40,41,3,6,27,29,27,34,16,18,13,10,40,33,140,59,219,110,89,54,200,74,136,53
1500000US270131702003,Block Group 3; Census Tract 1702; Blue Earth County; Minnesota,855,189,0,10,2,3,26,41,0,10,44,42,3,4,5,6,4,6,25,39,47,42,214,127,154,99,94,59,67,46,125,135,45,32
1500000US270131703001,Block Group 1; Census Tract 1703; Blue Earth County; Minnesota,616,164,22,24,97,102,39,47,8,12,2,4,0,10,28,36,9,15,29,26,57,51,31,26,101,83,88,57,0,10,80,90,25,29
1500000US270131703002,Block Group 2; Census Tract 1703; Blue Earth County; Minnesota,377,97,0,10,0,10,0,10,15,25,0,10,52,43,0,10,11,18,19,33,11,17,26,26,136,75,31,32,16,24,41,34,19,23
1500000US270131703003,Block Group 3; Census Tract 1703; Blue Earth County; Minnesota,355,95,18,21,12,20,6,11,14,23,28,37,0,10,7,11,8,13,0,10,42,35,80,55,67,44,0,10,5,9,37,52,31,37
1500000US270131704001,Block Group 1; Census Tract 1704; Blue Earth County; Minnesota,804,150,15,22,8,14,29,26,30,36,9,14,0,10,28,35,67,49,50,41,125,70,103,71,172,114,42,30,37,41,45,43,44,50
1500000US270131704002,Block Group 2; Census Tract 1704; Blue Earth County; Minnesota,484,127,31,34,17,27,0,10,27,40,11,21,14,21,0,10,21,34,14,21,45,56,48,66,59,57,76,49,21,25,100,119,0,10
1500000US270131704003,Block Group 3; Census Tract 1704; Blue Earth County; Minnesota,566,129,13,22,36,39,27,31,0,10,0,10,11,18,70,76,4,7,0,10,10,16,112,79,59,52,96,71,61,50,6,10,61,64
1500000US270131705001,Block Group 1; Census Tract 1705; Blue Earth County; Minnesota,413,117,12,19,0,10,0,10,0,10,41,49,18,31,11,18,0,10,0,10,15,19,6,10,196,111,38,38,24,33,15,25,37,32
1500000US270131705002,Block Group 2; Census Tract 1705; Blue Earth County; Minnesota,587,161,0,10,13,20,14,22,0,10,95,98,0,10,43,64,23,37,12,19,38,40,9,16,36,31,165,127,22,32,85,53,32,44
1500000US270131705003,Block Group 3; Census Tract 1705; Blue Earth County; Minnesota,198,93,0,10,11,17,0,10,0,10,0,10,14,24,21,27,0,10,0,10,7,13,65,70,77,48,0,10,3,5,0,10,0,10
1500000US270131705004,Block Group 4; Census Tract 1705; Blue Earth County; Minnesota,876,149,129,108,4,6,21,34,17,21,14,21,0,10,13,16,7,12,23,36,28,41,146,99,101,66,197,77,46,49,83,48,47,45
1500000US270131706001,Block Group 1; Census Tract 1706; Blue Earth County; Minnesota,348,78,38,50,22,21,0,10,11,17,13,22,12,17,0,10,15,21,13,21,34,40,20,25,92,61,16,22,62,37,0,10,0,10
1500000US270131706002,Block Group 2; Census Tract 1706; Blue Earth County; Minnesota,185,93,0,10,0,10,0,10,0,10,0,10,10,17,79,72,0,10,30,34,6,11,37,49,23,38,0,10,0,10,0,10,0,10
1500000US270131706003,Block Group 3; Census Tract 1706; Blue Earth County; Minnesota,589,177,52,55,126,85,56,61,0,10,169,127,28,43,0,10,36,54,25,40,13,20,9,16,14,19,24,39,31,33,6,10,0,10
1500000US270131707001,Block Group 1; Census Tract 1707; Blue Earth County; Minnesota,794,231,93,74,111,98,0,10,109,84,126,133,0,10,16,20,19,30,61,80,1,7,170,144,11,19,8,13,0,10,69,79,0,10
1500000US270131707002,Block Group 2; Census Tract 1707; Blue Earth County; Minnesota,442,120,44,41,0,10,19,22,0,10,17,29,27,38,23,27,0,10,15,24,43,39,31,31,118,68,35,39,54,44,0,10,16,23
1500000US270131708001,Block Group 1; Census Tract 1708; Blue Earth County; Minnesota,391,90,15,13,0,10,11,14,11,19,2,5,12,16,2,5,25,22,11,14,44,27,40,27,36,32,35,27,28,20,86,58,33,16
1500000US270131708002,Block Group 2; Census Tract 1708; Blue Earth County; Minnesota,488,171,0,10,0,10,0,10,0,10,11,18,78,104,12,19,0,10,105,117,47,35,96,72,89,71,34,33,0,10,16,24,0,10
1500000US270131708003,Block Group 3; Census Tract 1708; Blue Earth County; Minnesota,810,142,10,19,9,13,9,13,22,31,21,32,12,13,17,26,13,16,56,42,31,28,103,90,172,91,80,51,123,68,39,35,93,45
1500000US270131708004,Block Group 4; Census Tract 1708; Blue Earth County; Minnesota,326,104,10,17,31,46,0,10,0,10,7,10,0,10,0,10,75,50,32,42,13,24,46,41,73,63,18,27,12,18,9,14,0,10
1500000US270131709001,Block Group 1; Census Tract 1709; Blue Earth County; Minnesota,331,45,8,8,1,2,9,13,6,7,24,25,7,9,8,9,7,6,6,5,18,12,25,13,62,30,45,17,34,17,45,20,26,11
1500000US270131709002,Block Group 2; Census Tract 1709; Blue Earth County; Minnesota,349,45,11,8,7,7,16,10,5,4,12,6,4,6,5,5,3,5,3,5,12,7,34,15,59,23,60,22,47,23,56,23,15,9
1500000US270131709003,Block Group 3; Census Tract 1709; Blue Earth County; Minnesota,455,70,11,9,0,10,6,5,9,7,0,10,25,36,10,8,28,24,6,6,49,31,68,20,41,18,87,31,21,11,60,21,34,13
1500000US270131710001,Block Group 1; Census Tract 1710; Blue Earth County; Minnesota,323,46,0,10,0,10,3,5,15,15,11,9,7,6,6,8,23,23,4,4,7,6,50,22,45,17,38,16,44,23,54,24,16,10
1500000US270131710002,Block Group 2; Census Tract 1710; Blue Earth County; Minnesota,612,93,34,26,32,32,1,4,65,45,9,9,13,16,29,33,13,14,18,17,61,57,27,23,89,37,68,42,36,23,96,58,21,16
1500000US270131710003,Block Group 3; Census Tract 1710; Blue Earth County; Minnesota,484,109,0,10,5,7,0,10,7,7,4,6,1,4,13,11,4,4,17,28,22,15,78,48,103,41,121,67,57,37,41,22,11,11
1500000US270131711011,Block Group 1; Census Tract 1711.01; Blue Earth County; Minnesota,455,127,25,29,0,10,20,25,0,10,10,15,14,23,0,10,0,10,23,26,21,23,52,36,148,103,39,30,13,16,54,40,36,32
1500000US270131711012,Block Group 2; Census Tract 1711.01; Blue Earth County; Minnesota,874,163,150,111,51,47,52,63,160,110,132,87,0,10,83,58,26,28,8,14,75,94,51,45,86,71,0,10,0,10,0,10,0,10
1500000US270131711013,Block Group 3; Census Tract 1711.01; Blue Earth County; Minnesota,327,137,68,68,0,10,0,10,7,14,0,10,0,10,0,10,0,10,44,66,0,10,78,83,77,63,18,22,17,29,18,21,0,10
1500000US270131712021,Block Group 1; Census Tract 1712.02; Blue Earth County; Minnesota,1201,315,318,199,59,72,86,106,0,10,0,10,0,10,124,119,42,49,49,56,142,135,178,222,86,75,50,58,20,32,47,56,0,10
1500000US270131712022,Block Group 2; Census Tract 1712.02; Blue Earth County; Minnesota,337,127,23,38,25,41,0,10,0,10,0,10,60,69,0,10,27,42,0,10,0,10,22,34,82,79,11,18,13,21,0,10,74,91
1500000US270131712023,Block Group 3; Census Tract 1712.02; Blue Earth County; Minnesota,479,185,13,16,17,28,0,10,57,71,73,89,20,32,38,51,120,125,28,43,24,40,22,38,48,55,0,10,19,30,0,10,0,10
1500000US270131712024,Block Group 4; Census Tract 1712.02; Blue Earth County; Minnesota,1223,234,86,79,149,151,28,41,0,10,22,34,28,44,81,70,98,87,57,67,187,143,102,80,14,24,196,139,12,21,29,43,134,94
1500000US270131713001,Block Group 1; Census Tract 1713; Blue Earth County; Minnesota,428,49,24,17,2,2,3,5,10,6,14,9,5,5,10,10,11,8,9,6,34,16,23,12,38,15,87,39,47,18,76,28,35,13
1500000US270131713002,Block Group 2; Census Tract 1713; Blue Earth County; Minnesota,637,71,9,9,2,4,0,10,21,12,7,9,4,5,6,5,20,11,8,6,67,43,36,18,95,47,57,23,59,18,86,27,160,34
1500000US270131713003,Block Group 3; Census Tract 1713; Blue Earth County; Minnesota,341,50,10,10,2,5,9,8,5,8,13,13,16,15,0,10,5,5,7,7,46,23,40,20,44,35,35,15,27,13,44,18,38,14
1500000US270131714001,Block Group 1; Census Tract 1714; Blue Earth County; Minnesota,377,45,5,4,1,2,3,6,9,7,7,7,8,8,19,14,8,7,31,14,21,14,34,20,58,17,43,13,36,19,55,22,39,14
1500000US270131714002,Block Group 2; Census Tract 1714; Blue Earth County; Minnesota,437,43,12,7,2,4,7,6,8,6,6,5,10,7,14,8,15,10,30,15,24,14,36,15,81,24,62,20,34,11,43,16,53,19
1500000US270131714003,Block Group 3; Census Tract 1714; Blue Earth County; Minnesota,464,69,8,7,14,9,3,4,8,7,10,8,38,32,21,13,8,7,15,8,38,19,49,15,47,19,65,28,95,54,32,14,13,10
1500000US270131715001,Block Group 1; Census Tract 1715; Blue Earth County; Minnesota,346,44,8,6,4,4,16,14,13,9,10,6,26,18,13,8,18,10,4,3,13,10,32,16,43,13,40,13,23,8,28,13,55,21
1500000US270131715002,Block Group 2; Census Tract 1715; Blue Earth County; Minnesota,416,61,20,14,29,36,7,5,16,9,11,7,13,7,24,22,17,12,13,8,11,6,50,18,64,19,48,18,21,12,39,15,33,16
1500000US270131715003,Block Group 3; Census Tract 1715; Blue Earth County; Minnesota,329,64,6,4,8,5,17,15,2,3,13,9,6,5,7,7,8,9,15,8,35,15,42,19,53,15,65,48,24,9,21,14,7,8
1500000US270131716001,Block Group 1; Census Tract 1716; Blue Earth County; Minnesota,536,131,0,10,0,10,13,23,42,49,36,34,0,10,38,44,0,10,0,10,0,10,45,27,102,79,8,12,106,65,138,91,8,14
1500000US270131716002,Block Group 2; Census Tract 1716; Blue Earth County; Minnesota,488,110,0,10,0,10,0,10,11,19,0,10,0,10,0,10,0,10,0,10,0,10,16,27,84,60,75,68,94,56,139,74,69,37
1500000US270131716003,Block Group 3; Census Tract 1716; Blue Earth County; Minnesota,371,136,20,22,6,12,37,38,0,10,10,16,35,33,0,10,11,17,9,14,65,70,24,27,0,10,41,23,0,10,78,107,35,33
1500000US270159601011,Block Group 1; Census Tract 9601.01; Brown County; Minnesota,581,74,38,31,53,26,10,10,48,48,27,26,45,42,0,10,54,32,16,15,81,36,64,33,64,29,33,20,23,19,20,19,5,8
1500000US270159601012,Block Group 2; Census Tract 9601.01; Brown County; Minnesota,385,99,26,20,0,10,12,13,0,10,10,11,4,6,13,17,34,26,26,20,21,19,60,35,118,89,45,25,0,10,10,14,6,8
1500000US270159601021,Block Group 1; Census Tract 9601.02; Brown County; Minnesota,566,72,49,30,50,55,9,14,22,21,53,30,28,22,20,17,16,18,30,39,58,30,68,42,27,23,68,48,12,12,43,34,13,14
1500000US270159602001,Block Group 1; Census Tract 9602; Brown County; Minnesota,366,70,9,14,10,15,0,10,0,10,8,13,16,17,8,12,10,15,13,16,4,7,68,45,79,52,29,23,62,39,25,23,25,23
1500000US270159602002,Block Group 2; Census Tract 9602; Brown County; Minnesota,367,88,0,10,0,10,8,12,0,10,8,13,9,14,15,16,18,22,0,10,43,30,44,32,169,93,0,10,20,18,3,7,30,28
1500000US270159602003,Block Group 3; Census Tract 9602; Brown County; Minnesota,543,91,34,41,0,10,9,14,0,10,6,10,0,10,14,16,0,10,22,23,93,65,24,21,75,41,88,45,52,37,64,42,62,41
1500000US270159602004,Block Group 4; Census Tract 9602; Brown County; Minnesota,328,71,0,10,0,10,8,13,0,10,0,10,0,10,18,21,33,39,0,10,86,51,0,10,61,51,47,40,50,33,14,15,11,18
1500000US270159603001,Block Group 1; Census Tract 9603; Brown County; Minnesota,569,116,9,14,26,39,0,10,7,14,10,15,22,33,0,10,16,19,0,10,101,65,19,22,99,65,40,34,67,56,102,63,51,38
1500000US270159603002,Block Group 2; Census Tract 9603; Brown County; Minnesota,344,87,0,10,16,18,11,17,5,10,8,13,0,10,20,21,27,33,0,10,137,69,35,33,47,43,21,24,12,17,5,10,0,10
1500000US270159603003,Block Group 3; Census Tract 9603; Brown County; Minnesota,338,110,16,19,0,10,0,10,30,34,12,18,13,20,0,10,63,91,30,46,48,41,40,38,30,36,36,25,7,13,0,10,13,18
1500000US270159603004,Block Group 4; Census Tract 9603; Brown County; Minnesota,327,112,19,32,13,17,23,23,0,10,78,78,14,24,13,16,4,7,12,20,10,15,0,10,7,11,84,66,7,13,22,25,21,31
1500000US270159604001,Block Group 1; Census Tract 9604; Brown County; Minnesota,863,145,48,32,0,10,51,41,5,5,78,65,61,45,37,35,13,20,54,45,24,24,108,76,137,71,82,48,15,12,58,45,92,55
1500000US270159604002,Block Group 2; Census Tract 9604; Brown County; Minnesota,301,50,0,10,10,10,3,4,3,4,9,9,9,7,1,2,6,6,13,9,33,20,24,13,51,31,31,12,51,24,40,16,17,10
1500000US270159604003,Block Group 3; Census Tract 9604; Brown County; Minnesota,565,131,33,33,21,23,0,10,40,39,25,24,19,27,18,26,67,56,0,10,88,94,40,38,61,36,75,55,32,35,46,40,0,10
1500000US270159604004,Block Group 4; Census Tract 9604; Brown County; Minnesota,321,61,2,5,2,4,1,2,10,12,3,4,7,6,7,7,4,5,16,15,6,9,64,34,54,22,41,17,30,15,35,16,39,22
1500000US270159605001,Block Group 1; Census Tract 9605; Brown County; Minnesota,645,126,7,11,12,13,40,39,60,56,9,17,22,27,10,15,0,10,28,24,30,31,82,52,31,29,123,71,97,66,36,30,58,36
1500000US270159605002,Block Group 2; Census Tract 9605; Brown County; Minnesota,297,90,21,24,0,10,24,28,18,30,0,10,5,7,29,29,27,23,0,10,17,21,88,56,30,26,23,27,0,10,0,10,15,21
1500000US270159605003,Block Group 3; Census Tract 9605; Brown County; Minnesota,302,95,9,15,37,50,9,14,10,11,0,10,1,2,26,20,1,2,2,3,40,36,41,36,31,25,2,4,44,40,41,35,8,11
1500000US270159605004,Block Group 4; Census Tract 9605; Brown County; Minnesota,317,100,14,16,11,17,0,10,5,9,6,9,0,10,0,10,75,58,0,10,9,12,42,41,131,80,24,23,0,10,0,10,0,10
1500000US270159606001,Block Group 1; Census Tract 9606; Brown County; Minnesota,403,51,29,19,11,9,17,13,24,15,18,11,7,6,10,7,13,8,12,10,34,19,31,16,60,22,31,13,33,15,39,16,34,16
1500000US270159606002,Block Group 2; Census Tract 9606; Brown County; Minnesota,474,96,6,8,21,16,22,16,5,6,7,9,33,19,16,14,10,10,7,8,60,61,93,56,82,35,45,29,44,26,23,12,0,10
1500000US270159606003,Block Group 3; Census Tract 9606; Brown County; Minnesota,439,86,44,33,20,14,39,32,20,14,57,57,5,6,28,24,8,8,21,26,31,15,38,22,48,30,37,33,13,11,20,12,10,9
1500000US270159607001,Block Group 1; Census Tract 9607; Brown County; Minnesota,497,50,12,15,20,14,9,7,2,4,5,5,10,9,7,5,21,12,28,19,29,16,50,17,79,23,83,18,62,29,55,22,25,9
1500000US270159607002,Block Group 2; Census Tract 9607; Brown County; Minnesota,286,45,7,5,2,3,5,5,0,10,6,4,12,9,21,10,7,5,1,2,34,28,41,14,38,11,17,9,40,15,37,15,18,10
1500000US270159607003,Block Group 3; Census Tract 9607; Brown County; Minnesota,278,38,3,3,2,3,4,3,11,6,14,11,5,4,22,10,8,7,10,8,24,10,27,12,50,17,43,15,24,12,17,8,14,8
1500000US270159607004,Block Group 4; Census Tract 9607; Brown County; Minnesota,325,64,4,4,15,18,7,5,6,5,12,6,9,5,20,13,16,10,5,4,12,8,59,57,49,21,32,12,37,11,30,13,12,6
1500000US270170701001,Block Group 1; Census Tract 701; Carlton County; Minnesota,864,185,0,10,128,123,0,10,85,58,11,18,15,26,29,39,0,10,128,133,75,64,10,17,39,47,51,49,72,61,59,61,162,133
1500000US270170701002,Block Group 2; Census Tract 701; Carlton County; Minnesota,311,108,0,10,0,10,0,10,12,20,0,10,0,10,32,51,0,10,12,20,15,26,60,62,0,10,89,63,65,55,26,29,0,10
1500000US270170701003,Block Group 3; Census Tract 701; Carlton County; Minnesota,220,96,32,52,0,10,0,10,14,25,13,22,16,26,0,10,17,28,0,10,0,10,33,43,42,48,43,33,10,21,0,10,0,10
1500000US270170701004,Block Group 4; Census Tract 701; Carlton County; Minnesota,214,98,0,10,0,10,0,10,0,10,0,10,0,10,62,53,17,26,0,10,29,47,51,56,0,10,31,44,0,10,24,32,0,10
1500000US270170701005,Block Group 5; Census Tract 701; Carlton County; Minnesota,602,179,14,24,14,26,115,115,0,10,0,10,0,10,105,118,19,32,0,10,79,87,64,56,117,76,0,10,0,10,59,73,16,28
1500000US270170702001,Block Group 1; Census Tract 702; Carlton County; Minnesota,664,113,31,26,35,28,13,11,93,68,8,9,9,10,37,38,24,24,10,15,56,29,49,36,95,43,35,19,84,45,65,38,20,19
1500000US270170702002,Block Group 2; Census Tract 702; Carlton County; Minnesota,639,125,31,32,35,32,8,12,11,18,0,10,0,10,8,12,12,19,69,60,74,44,168,97,53,42,86,51,79,45,0,10,5,8
1500000US270170702003,Block Group 3; Census Tract 702; Carlton County; Minnesota,338,101,26,27,8,13,12,21,46,61,11,17,0,10,0,10,71,65,25,38,19,22,46,47,37,33,11,17,13,20,0,10,13,20
1500000US270170702004,Block Group 4; Census Tract 702; Carlton County; Minnesota,362,98,31,28,11,17,11,17,37,45,19,28,0,10,11,17,12,18,10,15,75,56,0,10,107,68,8,13,20,23,10,14,0,10
1500000US270170703001,Block Group 1; Census Tract 703; Carlton County; Minnesota,659,170,0,10,3,5,0,10,0,10,0,10,0,10,13,16,0,10,0,10,42,43,17,30,128,79,115,58,37,36,248,145,56,46
1500000US270170703002,Block Group 2; Census Tract 703; Carlton County; Minnesota,772,164,0,10,17,26,19,31,0,10,14,24,0,10,15,25,0,10,0,10,85,59,116,80,118,82,104,83,100,62,71,70,113,71
1500000US270170703003,Block Group 3; Census Tract 703; Carlton County; Minnesota,768,125,0,10,22,33,0,10,17,27,21,30,0,10,0,10,0,10,0,10,20,32,34,44,95,67,157,91,98,83,116,69,188,88
1500000US270170704011,Block Group 1; Census Tract 704.01; Carlton County; Minnesota,1066,115,24,24,12,18,54,61,50,46,81,52,14,21,40,38,41,34,106,94,69,37,106,64,174,82,34,32,78,70,110,61,73,50
1500000US270170704012,Block Group 2; Census Tract 704.01; Carlton County; Minnesota,474,101,12,14,6,7,12,13,23,28,13,10,20,18,22,35,50,42,18,11,37,30,20,12,51,26,61,42,4,6,74,35,51,67
1500000US270170704021,Block Group 1; Census Tract 704.02; Carlton County; Minnesota,522,58,6,6,3,3,26,17,3,3,17,10,18,9,5,5,17,10,2,4,41,15,44,19,91,20,111,40,72,33,40,17,26,15
1500000US270170704022,Block Group 2; Census Tract 704.02; Carlton County; Minnesota,668,65,21,11,7,9,4,6,15,10,0,10,4,4,9,8,20,12,16,14,36,21,51,18,74,27,100,33,82,27,145,32,84,35
1500000US270170704023,Block Group 3; Census Tract 704.02; Carlton County; Minnesota,488,73,15,9,17,10,6,5,26,19,15,11,3,4,10,10,12,9,15,10,24,10,51,29,117,62,41,14,58,31,63,34,15,11
1500000US270170705011,Block Group 1; Census Tract 705.01; Carlton County; Minnesota,454,63,17,12,29,15,12,8,26,16,24,14,20,12,12,8,29,17,5,5,34,15,35,21,87,23,59,23,24,17,24,15,17,10
1500000US270170705012,Block Group 2; Census Tract 705.01; Carlton County; Minnesota,260,53,20,18,0,10,4,5,23,15,0,10,1,4,6,7,1,2,18,13,23,28,23,16,62,24,37,22,12,13,21,15,9,8
1500000US270170705021,Block Group 1; Census Tract 705.02; Carlton County; Minnesota,454,60,14,7,6,6,1,2,8,6,15,10,19,15,6,6,12,9,13,6,34,14,73,38,65,30,58,23,55,21,64,26,11,8
1500000US270170705022,Block Group 2; Census Tract 705.02; Carlton County; Minnesota,340,64,42,41,5,4,14,13,2,3,6,7,0,10,27,28,15,22,8,7,20,16,13,9,39,14,42,20,27,15,38,17,42,20
1500000US270170705023,Block Group 3; Census Tract 705.02; Carlton County; Minnesota,478,68,11,11,31,16,9,7,29,18,29,30,20,15,21,11,27,18,8,7,13,9,26,14,94,30,74,27,37,21,22,9,27,12
1500000US270170706001,Block Group 1; Census Tract 706; Carlton County; Minnesota,323,50,13,9,2,3,10,9,14,9,4,4,18,11,8,5,13,7,4,3,36,16,44,18,62,19,39,16,30,14,15,7,11,7
1500000US270170706002,Block Group 2; Census Tract 706; Carlton County; Minnesota,230,45,4,5,10,7,2,2,8,6,9,5,4,3,3,3,27,17,2,4,8,7,14,7,59,24,19,10,22,8,27,13,12,6
1500000US270170706003,Block Group 3; Census Tract 706; Carlton County; Minnesota,278,32,15,9,10,6,13,7,18,19,5,4,15,11,12,9,8,4,5,4,20,9,52,18,32,12,22,12,21,9,19,7,11,8
